DOI,Sentence
10.1371_journal.pone.0198423,"Upon completion of the codification, a matrix containing all of the data was generated so it could be used in a statistical package (SPSS 24)."
10.1371_journal.pone.0071796,All data analysis was performed using IBM SPSS Statistics 18.0.
10.1371_journal.pone.0195267,"DLMs were implemented using the dlnm package version 2.2.6 in R Studio (Vienna, Austria) and other analyses were performed in SAS (v9.4, SAS Institute Inc., Cary, NC)."
10.1371_journal.pone.0121144,"All analyses were conducted using SPSS 20.0, results were considered significant at the P<0.05 level."
10.1371_journal.pone.0003628,"Facial stimuli were presented to the subjects in 4 different blocks using MATLAB 7.0® (Mathworks Inc., Sherborn, USA)."
10.1371_journal.pone.0185766,Calculations were performed with SPSS software (Version 22.2).
10.1371_journal.pbio.2002468,"The model was implemented in Matlab 2015b (The Mathworks, Natick, MA) and is available in S1 Code and at famulare.github.io/cessationStability."
10.1371_journal.pone.0181196,"All statistical analyses were performed with SAS software version 9.3 (SAS Institute Inc, Cary, NC)."
10.1371_journal.pone.0185798,"Linear regression analysis was carried out using STATA 14 to examine associations between wellbeing and i) father’s social class, ii) adult social class, iii) father’s and adult social class included together."
10.1371_journal.pone.0118484,"Data analysis was performed using the Statistical Package for the Social Sciences (SPSS for Windows, version 19.0, SPSS Inc, Chicago, IL, USA) and included frequency distribution and association tests."
10.1371_journal.pone.0046579,"These integrated peak areas were calculated in Excel using the same spreadsheet of binned, edited, and normalized spectra described above."
10.1371_journal.pone.0072602,"Multilevel regression analyses were performed in SAS software version 9.2 (SAS Institute Inc., 2009)."
10.1371_journal.pone.0195268,"Analyses were conducted using SPSS version 24.0 and R. Mean, SD, skewness and kurtosis were calculated."
10.1371_journal.pone.0193262,"Quantitative data were analyzed using the Statistical Analysis System (SAS) (version 9.4, SAS Institute Inc.)."
10.1371_journal.pone.0087527,All analyses were conducted using Stata version 11.
10.1371_journal.pone.0014331,"The SAS syntax suggested by van Houwelingen, Arends, and Stijnen [77] was used."
10.1371_journal.pone.0167830,"The presented results are pooled results using Rubin’s combination rules [45], and were obtained using Stata’s “mi estimate” command."
10.1371_journal.pone.0127881,Results were analyzed in Stata (version 13.1).
10.1371_journal.pone.0016003,"All analyses were done using SPSS Software for Windows (v. 15 IBM, Chicago, IL, USA,) and graphs were drawn using Sigma plot for Windows (v. 8.02."
10.1371_journal.pone.0190578,"Statistical analyzes were performed using the STATA version 13 application (StataCorp, College Station, Texas, USA) and the thematic maps were constructed using the QGIS software version 2.12.3 (OSGeo, Beaverton, OR, USA)."
10.1371_journal.pone.0038462,"The statistical analysis was performed using the Statistical Package for Social Sciences (SPSS for windows, version 19.0; Chicago, Illinois, USA)."
10.1371_journal.pone.0197552,"Analyses were conducted using SPSS version 22.0 statistical software packages (SPSS, Chicago IL, USA)."
10.1371_journal.pone.0204410,Data were entered into excel (Microsoft 2010) database and analysed using excel functions.
10.1371_journal.pone.0157119,All analyses were performed in SPSS 19.
10.1371_journal.pone.0069472,"The user-written ice commands [35]–[41] in Stata v11.2 (Stata Corp, TX, USA) were used to complete five imputations with ten cycles in each imputation."
10.1371_journal.pone.0206752,Data were analysed using SPSS version 22 [48].
10.1371_journal.pone.0179089,"Statistical analysis was performed using SAS 9.3 (SAS Institute, Cary NC)."
10.1371_journal.pone.0126400,Analyses were performed using the SPSS Windows Version 20 [33].
10.1371_journal.pone.0009791,We tested for effects of the number of voles in each cage upon body weight using General Linear Models (GLM; Minitab ver.
10.1371_journal.pone.0050108,"We used SPSS 20.0 for Windows (SPSS Inc., Chicago, IL) for all analyses."
10.1371_journal.pone.0058142,"All analyses were conducted in STATA, release 10.1 (Statacorp., College Station, TX, USA)."
10.1371_journal.pone.0001290,"Automated model building procedures (forward, backward or stepwise regression) are not supported by the survey analysis command in Stata 8.0 and are therefore not used in any of the analyses."
10.1371_journal.pone.0193616,"The dependent eye movement measures of total dwell time, relative dwell time, entry time, number of fixations, first fixation duration and average fixation duration were each subjected to a generalized linear mixed model analysis (GLMM; GENLINMIXED in SPSS) to account for repeated measures of the same subject."
10.1371_journal.pone.0206640,SPSS software (version 18.0) and R software (version 3.4.3) were used for statistical analysis.
10.1371_journal.pone.0167224,"The questions and resulting answers of the participants’ online interviews were merged into an rtf-formatted document and imported into a computer program (MaxQDA) for qualitative analyses [47,48]."
10.1371_journal.pone.0178359,All data analyses were conducted using SAS 9.3.
10.1371_journal.pone.0165343,"The images were subsequently processed and analyzed on a pixel-by-pixel basis using the Matlab Image Processing Toolbox (Mathworks, Matlab v2011b) using script modified from Theyel and colleagues [20]."
10.1371_journal.pone.0131734,SPSS 16.0 for Windows was used for data analysis; p values of <0.05 were taken as statistically significant.
10.1371_journal.pone.0156901,We used the Brain Connectivity Toolbox [17] and MATLAB custom-made scripts to explore global and local topological properties of the ToM-network in each participant’s brain.
10.1371_journal.pone.0030096,All analyses were carried out using Stata version 11.
10.1371_journal.pone.0092862,Statistical analyses were performed using PASW Statistics version 18 for Windows (SPSS Inc.).
10.1371_journal.pone.0064881,"Multilevel mixed effects logistic regression (xtmelogit) on the 3 sexual risk behaviour indicators were analysed using STATA 11.1 (StataCorp, 2009)."
10.1371_journal.pone.0006368,Data analysis was conducted using SigmaStat 3.5 and SPSS for Windows 11.5.
10.1371_journal.pone.0032564,"For group-joining assays in the circular arena, a chi-square test for independence (Minitab® v15.0, N = 46, df = 2, α = 5%) was used to compare the number of earthworms reaching the central region when different numbers of earthworms were presented there."
10.1371_journal.pone.0078816,"The data were analyzed in STATA (version 11.2), using Cox proportional hazards regression model to estimate the hazard ratio (HR) with a 95% confidence interval (CI), to assess the association between bereavement during childhood and the risk of hospitalization for asthma."
10.1371_journal.pone.0160787,All ROM questionnaires were scored in an excel document appointed to an individual patient.
10.1371_journal.pone.0203117,"We exported an excel sheet with the sample coded by the two researchers being 1 (is evidence of social impact, either potential or real) and 0 (is not evidence of social impact) to SPSS."
10.1371_journal.pone.0168748,Descriptive statistics were performed using Graphpad Prism 6.
10.1371_journal.pone.0152452,"Analyses were performed using Stata version 13.0 (Stata Corp, College Station, Texas)."
10.1371_journal.pone.0123608,"Data analysis was performed using the SPSS 15.0 PC package (SPSS Inc., Chicago, IL), with statistical significance set at P<0.05."
10.1371_journal.pmed.1002040,Analysis was performed using Stata version 13 and REALCOM-IMPUTE software [38].
10.1371_journal.pone.0172885,A multiple linear regression was conducted to isolate independent predictors of nutritional outcomes of child using SPSS version 21 windows software.
10.1371_journal.pone.0191253,"We conducted all statistical analyses in Stata version 13.1 (StataCorp, Texas, USA)."
10.1371_journal.pone.0185135,"All data were analysed using the IBM SPSS Statistics 22 (IBM, NY, USA) software package."
10.1371_journal.pone.0157119,All analyses were performed in SPSS 19.
10.1371_journal.pone.0056936,1) Composition of the subscales of SAS and internal consistency:
10.1371_journal.pone.0090130,"This assumption, tested by Stata's gologit2 command and its autofit option, was confirmed in all cases."
10.1371_journal.pone.0032566,We carried out the statistical tests in SPSS 10.0; α = 0.05.
10.1371_journal.pone.0014610,I then transcribed these voice recordings into an Excel database for subsequent analysis (see below).
10.1371_journal.pone.0155442,Swings scores and data from the rule formation task were imported into SPSS for analyses.
10.1371_journal.pone.0202169,How often did you understand what your family members said when they were talking to each other (not directly to you) such as at the dinner table or in the living room?”Analyses were performed in SPSS v23.0.
10.1371_journal.pone.0036118,"Statistical analyses were performed using SPSS v15.0 (SPSS, Inc., Chicago, Illinois, USA) and Intercooled Stata 10 (StataCorp LP, College Station, Texas, USA) software packages."
10.1371_journal.pone.0152245,Average time spent on each odor source during a trial and number of visits to rosemary and eucalyptus before and after training was compared using paired Student’s T-tests in SPSS.
10.1371_journal.pone.0017317,"Statistical analysis was conducted using StatView (SAS Institute, Cary, NC)."
10.1371_journal.pone.0157080,"All statistical analyses were conducted using the statistical software package Stata 13 (STATA Corp, College Station, TX), and the p-value <0.05 was considered as statistically significant when performing hypothesis tests."
10.1371_journal.pone.0086430,"Total intracranial volume was obtained by summing up the overall volumes of grey matter, white matter, and CSF, which were calculated by means of the MATLAB script “get_totals” provided by Ridgway [77]."
10.1371_journal.pone.0006150,Primers were checked for specificity using NCBI BLAST searches.
10.1371_journal.pone.0113853,"The 40-item Revised Social Anhedonia Scale (SAS) [21], [26] is a true/false measure assessing deficits in the ability to experience pleasure from interpersonal interactions."
10.1371_journal.pone.0204055,"All the analyses were performed using STATA 13.1 (StataCorp., TX, USA)."
10.1371_journal.pone.0079181,Data analyses were performed using SPSS 16.0.
10.1371_journal.pone.0190231,The collected data were analyzed in IBM SPSS for Windows–version 19.
10.1371_journal.pone.0014610,I then transcribed these voice recordings into an Excel database for subsequent analysis (see below).
10.1371_journal.pone.0144451,The identity of the amplicons was confirmed by comparing each sequence using BLAST (Basic Local Alignment Search Tool).
10.1371_journal.pone.0153276,The statistical analyses were carried out using IBM SPSS 22 for Windows (IBM Corp.
10.1371_journal.pone.0159560,Data was analyzed by SPSS 16.
10.1371_journal.pone.0101877,"Statistical analysis was performed using SPSS version 19.0 (SPSS Inc., Illinois, USA) and the significance level was set at P<0.05."
10.1371_journal.pone.0029991,"Descriptive statistics were computed using the “svy” command in STATA, in order to take into account the survey characteristics."
10.1371_journal.pone.0125431,"The process is summarized as: (1) the data are standardized such that each variable has mean 0 and norm 1; (2) a grid search of two tuning parameters associated with each penalty function is applied to the model (one for the fixed effects and one for the random effects), which control the strength of the shrinkage; (3) the model that gives a minimum Bayesian Information Criteria [47] is chosen as the optimal model that gives the best balance of fit and parsimony; and (4) the model is refit with only the selected fixed and random effects, with no constraints applied to the coefficients, using PROC GLIMMIX in SAS (SAS Institute, Carey, NC)."
10.1371_journal.pone.0188731,All the analyses were implemented using SAS 9.4.
10.1371_journal.pone.0171557,"Statistical analyses were performed using Statistical Package for the Social Sciences (SPSS) Version 19.0 software (IBM Corp, Armonk, NY)."
10.1371_journal.pone.0139447,Data were cleaned in Access and then analyzed using SAS 9.3 (SAS Institute Inc.).
10.1371_journal.pone.0059084,"Differential equations (1), (3), (4) and (7), using functions (2) and (5), were solved using MATLAB to get typical plots of brood, hive bees, foragers and food against time."
10.1371_journal.pone.0064038,Data were analysed using SPSS 15.0 for Windows.
10.1371_journal.pone.0071313,All analyses were performed using SAS 9.2.
10.1371_journal.pone.0142104,The Cox proportional hazard assumption was formally tested through the Schoenfeld residual test in Stata and is not violated.
10.1371_journal.pone.0148211,We used STATA version 11 for the statistical analyses.
10.1371_journal.pone.0188802,"All analyses were performed using SPSS for Windows version 23 software (IBM Japan Ltd, Tokyo, Japan)."
10.1371_journal.pone.0163010,"All statistical analysis was conducted using SPSS v.18.0 (IBM Corp., Armonk, NY, USA)."
10.1371_journal.pone.0202518,Correlation analyses were based on scores corrected for linear age effects and sex differences and computed with SPSS 23.
10.1371_journal.pone.0145606,The analyses were conducted using the SPSS statistical software program (PASW 18.0).
10.1371_journal.pone.0074197,"However, there is currently not a way of obtaining an overall p-value for categorical variables in SPSS, which is necessary for selective backward logistic regression."
10.1371_journal.pone.0190117,An excel database spreadsheet was developed to code the response of different categories (preference for home delivery or institutional delivery) attached to the participant’s unique identification number.
10.1371_journal.pone.0083315,Statistical analyses were performed using SPSS version 19.0.
10.1371_journal.pone.0174677,"Both weighting factors and clusters were included into the SPSS Complex samples plan file to estimate population proportions and 95% confidence intervals (CI) of socio-demographic characteristic, migration factors, sexual behavior and sexual health."
10.1371_journal.pone.0056941,All analysis was conducted using Stata.
10.1371_journal.pone.0123329,"Data were analyzed using Statistical Parametric Mapping 5 (SPM5, Wellcome Department of Cognitive Neurology, London, UK) software implemented in Matlab 7.8 (Mathworks, Sherborn, MA, USA)."
10.1371_journal.pone.0195268,"Analyses were conducted using SPSS version 24.0 and R. Mean, SD, skewness and kurtosis were calculated."
10.1371_journal.pone.0031660,Data extraction was managed in Microsoft Excel.
10.1371_journal.pone.0084164,"All statistical procedures were completed using SPSS 16.0 (SPSS, Chicago, IL, USA)."
10.1371_journal.pone.0055248,We analyzed the data using the statistical package for social sciences (SPSS 12).
10.1371_journal.pone.0200997,"To allocate the participants into two groups (intervention/experimental and control), we used SPSS (IBM v. 23) random sampling software."
10.1371_journal.pone.0137352,All analyses were performed using SAS v.9.2 [34].
10.1371_journal.pone.0199765,All statistical analyses were conducted with SPSS ver.
10.1371_journal.pone.0078162,"Data management and univariable analyses were performed in STATA version 11 (StataCorp LP, College Station, Texas, United States of America)."
10.1371_journal.pone.0195267,"DLMs were implemented using the dlnm package version 2.2.6 in R Studio (Vienna, Austria) and other analyses were performed in SAS (v9.4, SAS Institute Inc., Cary, NC)."
10.1371_journal.pone.0169746,"Areas under the curve were calculated using the trapezoid rule utilising Sigmaplot graphing software (SystatSoftwareInc., California, USA)."
10.1371_journal.pone.0200165,The subsequent analyses were conducted using SAS software [17].
10.1371_journal.pone.0169819,"Then, one village was randomly selected from each sub-county, using a random number generator (Microsoft Excel Basic 2003, Redmond, WA)."
10.1371_journal.pone.0186651,"We used SAS 9.4 (SAS Institute, Cary, NC, USA) for data set-up and analyses."
10.1371_journal.pone.0078795,"Data analysis in EEGLAB [31] and Mathworks Matlab involved band-pass filtering the EEG data between 0.5 Hz and 80 Hz, with a notch-filter between 45 and 55 Hz."
10.1371_journal.pone.0210532,All statistical analyses were conducted using Statistical Package for Social Sciences (SPSS 20.0).
10.1371_journal.pone.0146268,"Logistic regression was conducted using SAS 9.3 software (SAS PROC SURVEYLOGISTICS; SAS Institute, Cary, NC)."
10.1371_journal.pone.0094295,All the analyses in this paper were performed with STATA 11.0 software.
10.1371_journal.pone.0106622,"Statistical analyses were performed using Stata 11.0 (StataCorp, College Station, Texas, USA)."
10.1371_journal.pone.0095054,Multivariable analysis was carried out using Cox's proportional hazard regression in SAS.
10.1371_journal.pone.0084828,We used Stata version 12.0 for analyses.
10.1371_journal.pone.0188701,"Statistical analyses were conducted using SAS software, version 9.3 [PROC GENMOD, with options REPEATED, CORR = IND or AR, and DIST = NORMAL; SAS Institute, Inc., Cary, NC]."
10.1371_journal.pone.0088504,"For this, the statistical program SPSS (Statistical Package for Social Sciences) for Windows version 19 was used."
10.1371_journal.pone.0129805,"All statistical analyses were conducted using SPSS Statistics 22 (Dynelytics, Zurich, Switzerland)."
10.1371_journal.pone.0022350,"At the group level, network measures were used to statistically examine, using Poisson or Gaussian regression analysis in Stata 11, the associations among the individual and family attributes, social network structures, rates of wounding and social relocations across the seven enclosures."
10.1371_journal.pone.0189574,For analysis we used Stata v14.
10.1371_journal.pone.0089090,Data analysis was conducted with the SPSS-15 statistical software package.
10.1371_journal.pone.0015429,"Manual annotations of social/sexual interactions and wheel running activity were done manually using the Caltech Behavior Annotator program, a software tool created in MATLAB designed to facilitate the rapid manual annotation of video sequences."
10.1371_journal.pone.0172820,The above analyses were performed in Stata 13 statistical software [32].
10.1371_journal.pone.0096460,"The Statistical Package for the Social Sciences (SPSS) Version 19.0 (SPSS, Chicago, IL) and XLSTAT (Addinsoft SARL, Germany) were used to conduct analyses."
10.1371_journal.pone.0086127,"Overimitation behaviour, eye-contact and demonstration type were entered as a between trial factors and age, BPVS and SAS were entered as covariates."
10.1371_journal.pone.0130584,"All data were analyzed using SPSS statistical software (version 21.0J; IBM SPSS Japan, Tokyo, Japan)."
10.1371_journal.pone.0153431,All analyses were performed using the STATA software (version11.2).
10.1371_journal.pone.0175912,"The eye-tracking data were processed with custom software written in MATLAB (Mathworks, Natick, MA, USA)."
10.1371_journal.pone.0169972,"As a result, although the SAS-2 was developed for a different context, we selected this instrument in light of a number of considerations."
10.1371_journal.pone.0143908,All statistical analysis was performed using SigmaPlot (version 11).
10.1371_journal.pone.0179380,"Statistical analyses were performed in STATA (version 12.1, Stata Corp, College Station, TX)."
10.1371_journal.pone.0150545,"Statistical analyses were performed using SAS 9.3 (SAS Institute INC. Cary, NC, USA), R software (http://www.r-project.org), and a web-based PABAK-OS calculator (http://www.singlecaseresearch.org/calculators/pabak-os)."
10.1371_journal.pone.0113618,All statistical analyses were performed using SPSS 12.0.
10.1371_journal.pone.0055680,SAS (version 8) was used in descriptive analysis of the sample demographics.
10.1371_journal.pone.0164581,"Data was entered and analyzed using Statistical Package for Social Sciences version- 16 (SPSS IBM, New York, NY, USA)."
10.1371_journal.pone.0113853,Structural equation modeling was conducted using IBM SPSS Amos 21.0.
10.1371_journal.pone.0162464,A PCA analysis was conducted using XLSTAT 2015 for Excel.
10.1371_journal.pone.0032564,"The influence of branch length and earthworm choices on earthworm times to choose was studied with a general linear model test with 2 factors (Minitab® v15.0, α = 5%)."
10.1371_journal.pone.0159551,All such interviews were conducted by native language interviewers in each country using CATI-SPSS Dimensions software.
10.1371_journal.pone.0149911,Data were analyzed using IBM SPSS Statistics version: 20.
10.1371_journal.pone.0037177,"All analyses were conducted using Stata version 11 (StataCorp, College Station, Texas) and Excel version 2007 (Microsoft Corporation, Redmond, Washington)."
10.1371_journal.pone.0071313,All analyses were performed using SAS 9.2.
10.1371_journal.pone.0029991,"Descriptive statistics were computed using the “svy” command in STATA, in order to take into account the survey characteristics."
10.1371_journal.pone.0064742,"Double data entry was performed by 4 operators, supervised by a statistician, using SPSS software [42]."
10.1371_journal.pone.0195267,"DLMs were implemented using the dlnm package version 2.2.6 in R Studio (Vienna, Austria) and other analyses were performed in SAS (v9.4, SAS Institute Inc., Cary, NC)."
10.1371_journal.pone.0042416,"All analyses were performed with statistical software STATA version 9.0 (StataCorp, College Station, TX)."
10.1371_journal.pone.0180498,"All analyses were performed with multiple imputation methods using STATA version 14 (Stata Corp LP, College Station, TX, USA)."
10.1371_journal.pone.0147256,"TST) were determined via mouse observation (climbing) or SPSS, and these values were removed and the N for the group was adjusted to reflect this."
10.1371_journal.pone.0117938,Ideal pass filter is a data filtering tool offered by the time series tools of MATLAB R2010b.
10.1371_journal.pone.0132838,"SPSS software, version 18.0 (SPSS Inc., Chicago, IL, USA) was used for all analyses."
10.1371_journal.pone.0099558,"Hierarchical linear regression models were used as the main statistical method, using the user-written runmlwin command in Stata to fit multilevel models in the MLwiN software package v.2.27 [37]."
10.1371_journal.pone.0102030,All data obtained was anonymized before it was received and therefore not connected to the athletes' personal information when entered in SPSS.
